Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Waveform 1	1	339.630805266	339.870027939	1475.701	2045.858	0.2392	570.157		NOBO
1	Spectrogram 1	1	339.630805266	339.870027939	1475.701	2045.858	0.2392	570.157	-62.59	NOBO
2	Waveform 1	1	340.141146967	340.460110531	1643.394	2314.168	0.3190	670.774		NOBO
2	Spectrogram 1	1	340.141146967	340.460110531	1643.394	2314.168	0.3190	670.774	-69.09	NOBO
3	Waveform 1	1	341.026270855	341.265493528	1341.546	2079.397	0.2392	737.851		NOBO
3	Spectrogram 1	1	341.026270855	341.265493528	1341.546	2079.397	0.2392	737.851	-63.93	NOBO
4	Waveform 1	1	341.393078953	341.688120249	1710.472	2481.861	0.2950	771.389		NOBO
4	Spectrogram 1	1	341.393078953	341.688120249	1710.472	2481.861	0.2950	771.389	-65.56	NOBO
5	Waveform 1	1	342.302125108	342.589192315	1274.469	2347.706	0.2871	1073.237		NOBO
5	Spectrogram 1	1	342.302125108	342.589192315	1274.469	2347.706	0.2871	1073.237	-64.41	NOBO
6	Waveform 1	1	342.637036849	342.868285432	1777.549	2548.938	0.2312	771.389		NOBO
6	Spectrogram 1	1	342.637036849	342.868285432	1777.549	2548.938	0.2312	771.389	-63.99	NOBO
8	Waveform 1	1	343.761383409	344.080346973	1442.162	2481.861	0.3190	1039.699		NOBO
8	Spectrogram 1	1	343.761383409	344.080346973	1442.162	2481.861	0.3190	1039.699	-63.12	NOBO
9	Waveform 1	1	344.917626326	345.180771265	1676.933	2582.477	0.2631	905.544		NOBO
9	Spectrogram 1	1	344.917626326	345.180771265	1676.933	2582.477	0.2631	905.544	-64.61	NOBO
10	Waveform 1	1	345.946283817	346.233351024	1643.394	2649.554	0.2871	1006.160		NOBO
10	Spectrogram 1	1	345.946283817	346.233351024	1643.394	2649.554	0.2871	1006.160	-64.76	NOBO
11	Waveform 1	1	347.046708110	347.373645762	1576.317	2683.093	0.3269	1106.776		NOBO
11	Spectrogram 1	1	347.046708110	347.373645762	1576.317	2683.093	0.3269	1106.776	-66.84	NOBO
12	Waveform 1	1	355.291793765	355.515068260	3018.480	3890.485	0.2233	872.005		NOBOF
12	Spectrogram 1	1	355.291793765	355.515068260	3018.480	3890.485	0.2233	872.005	-72.86	NOBOF
13	Waveform 1	1	358.034880409	358.282077170	2917.864	4024.639	0.2472	1106.775		NOBOF
13	Spectrogram 1	1	358.034880409	358.282077170	2917.864	4024.639	0.2472	1106.775	-71.58	NOBOF
14	Waveform 1	1	366.323452975	366.546727469	2683.093	3856.946	0.2233	1173.853		NOBOF
14	Spectrogram 1	1	366.323452975	366.546727469	2683.093	3856.946	0.2233	1173.853	-73.57	NOBOF
16	Waveform 1	1	370.905008782	371.128283276	2817.248	3856.946	0.2233	1039.698		NOBOF
16	Spectrogram 1	1	370.905008782	371.128283276	2817.248	3856.946	0.2233	1039.698	-76.44	NOBOF
17	Waveform 1	1	371.309824108	371.604865404	1240.930	2180.013	0.2950	939.083		NOBO
17	Spectrogram 1	1	371.309824108	371.604865404	1240.930	2180.013	0.2950	939.083	-71.69	NOBO
18	Waveform 1	1	372.633522895	372.968434637	1006.160	2180.013	0.3349	1173.853		NOBO
18	Spectrogram 1	1	372.633522895	372.968434637	1006.160	2180.013	0.3349	1173.853	-66.34	NOBO
19	Waveform 1	1	373.917351237	374.196444355	1006.160	2112.936	0.2791	1106.776		NOBO
19	Spectrogram 1	1	373.917351237	374.196444355	1006.160	2112.936	0.2791	1106.776	-63.51	NOBO
20	Waveform 1	1	375.097516421	375.344713182	1039.699	2079.397	0.2472	1039.698		NOBO
20	Spectrogram 1	1	375.097516421	375.344713182	1039.699	2079.397	0.2472	1039.698	-65.22	NOBO
22	Waveform 1	1	376.310630220	376.557826982	1073.237	2146.474	0.2472	1073.237		NOBO
22	Spectrogram 1	1	376.310630220	376.557826982	1073.237	2146.474	0.2472	1073.237	-63.94	NOBO
23	Waveform 1	1	377.506743582	377.761914433	1173.853	2112.936	0.2552	939.083		NOBO
23	Spectrogram 1	1	377.506743582	377.761914433	1173.853	2112.936	0.2552	939.083	-65.58	NOBO
24	Waveform 1	1	378.694882855	378.926131438	872.005	2079.397	0.2312	1207.392		NOBO
24	Spectrogram 1	1	378.694882855	378.926131438	872.005	2079.397	0.2312	1207.392	-66.64	NOBO
25	Waveform 1	1	383.857449634	384.088698217	1710.472	2448.322	0.2312	737.850		NOBO
25	Spectrogram 1	1	383.857449634	384.088698217	1710.472	2448.322	0.2312	737.850	-69.91	NOBO
26	Waveform 1	1	384.814340323	385.045588907	1777.549	2582.477	0.2312	804.928		NOBO
26	Spectrogram 1	1	384.814340323	385.045588907	1777.549	2582.477	0.2312	804.928	-67.31	NOBO
27	Waveform 1	1	385.779205102	385.994505507	1811.088	2716.632	0.2153	905.544		NOBO
27	Spectrogram 1	1	385.779205102	385.994505507	1811.088	2716.632	0.2153	905.544	-65.82	NOBO
28	Waveform 1	1	391.578013406	391.737495188	1710.472	2213.552	0.1595	503.080		NOBOF
28	Spectrogram 1	1	391.578013406	391.737495188	1710.472	2213.552	0.1595	503.080	-70.48	NOBOF
29	Waveform 1	1	400.316909534	400.580054474	1844.626	2481.861	0.2631	637.235		NOBO
29	Spectrogram 1	1	400.316909534	400.580054474	1844.626	2481.861	0.2631	637.235	-67.37	NOBO
30	Waveform 1	1	402.055877026	402.303073787	1710.472	2481.861	0.2472	771.389		NOBO
30	Spectrogram 1	1	402.055877026	402.303073787	1710.472	2481.861	0.2472	771.389	-68.17	NOBO
32	Waveform 1	1	401.250494029	401.489716701	1744.010	2649.554	0.2392	905.544		NOBO
32	Spectrogram 1	1	401.250494029	401.489716701	1744.010	2649.554	0.2392	905.544	-61.04	NOBO
33	Waveform 1	1	402.885182290	403.124404962	1744.010	2515.400	0.2392	771.390		NOBO
33	Spectrogram 1	1	402.885182290	403.124404962	1744.010	2515.400	0.2392	771.390	-66.71	NOBO
34	Waveform 1	1	403.682591198	403.881943425	1744.010	2515.400	0.1994	771.390		NOBO
34	Spectrogram 1	1	403.682591198	403.881943425	1744.010	2515.400	0.1994	771.390	-66.03	NOBO
35	Waveform 1	1	404.464051928	404.679352333	1643.394	2448.322	0.2153	804.928		NOBO
35	Spectrogram 1	1	404.464051928	404.679352333	1643.394	2448.322	0.2153	804.928	-67.43	NOBO
36	Waveform 1	1	407.801718489	407.993096626	1609.856	2616.016	0.1914	1006.160		NOBOF
36	Spectrogram 1	1	407.801718489	407.993096626	1609.856	2616.016	0.1914	1006.160	-66.73	NOBOF
37	Waveform 1	1	408.854298247	409.101495008	1576.317	2515.400	0.2472	939.083		NOBOF
37	Spectrogram 1	1	408.854298247	409.101495008	1576.317	2515.400	0.2472	939.083	-64.63	NOBOF
38	Waveform 1	1	409.898903916	410.098256143	1676.933	2381.245	0.1994	704.312		NOBOF
38	Spectrogram 1	1	409.898903916	410.098256143	1676.933	2381.245	0.1994	704.312	-67.12	NOBOF
39	Waveform 1	1	417.630750979	417.846051384	2012.320	2616.016	0.2153	603.696		NOBOF
39	Spectrogram 1	1	417.630750979	417.846051384	2012.320	2616.016	0.2153	603.696	-72.31	NOBOF
40	Waveform 1	1	418.420185797	418.619538024	1844.626	2683.093	0.1994	838.467		NOBO
40	Spectrogram 1	1	418.420185797	418.619538024	1844.626	2683.093	0.1994	838.467	-69.80	NOBO
41	Waveform 1	1	419.188404227	419.323963741	1844.626	2616.016	0.1356	771.390		NOBO
41	Spectrogram 1	1	419.188404227	419.323963741	1844.626	2616.016	0.1356	771.390	-68.49	NOBO
42	Waveform 1	1	419.834305442	420.049605847	1878.165	2683.093	0.2153	804.928		NOBO
42	Spectrogram 1	1	419.834305442	420.049605847	1878.165	2683.093	0.2153	804.928	-70.46	NOBO
43	Waveform 1	1	420.551973459	420.687532974	1878.165	2548.938	0.1356	670.773		NOBOF
43	Spectrogram 1	1	420.551973459	420.687532974	1878.165	2548.938	0.1356	670.773	-68.48	NOBOF
44	Waveform 1	1	423.956221635	424.179496129	1616.244	2497.832	0.2233	881.588		NOBO
44	Spectrogram 1	1	423.956221635	424.179496129	1616.244	2497.832	0.2233	881.588	-67.56	NOBO
45	Waveform 1	1	425.056645928	425.224101798	1652.977	2314.168	0.1675	661.191		NOBO
45	Spectrogram 1	1	425.056645928	425.224101798	1652.977	2314.168	0.1675	661.191	-65.72	NOBO
46	Waveform 1	1	426.069355241	426.236811111	1322.382	2350.900	0.1675	1028.518		NOBO
46	Spectrogram 1	1	426.069355241	426.236811111	1322.382	2350.900	0.1675	1028.518	-68.57	NOBO
47	Waveform 1	1	428.783251405	428.958681365	1799.908	2387.633	0.1754	587.725		NOBO
47	Spectrogram 1	1	428.783251405	428.958681365	1799.908	2387.633	0.1754	587.725	-62.09	NOBO
48	Waveform 1	1	429.716219828	429.907597966	1873.374	2424.366	0.1914	550.992		NOBO
48	Spectrogram 1	1	429.716219828	429.907597966	1873.374	2424.366	0.1914	550.992	-62.63	NOBO
49	Waveform 1	1	430.549512136	430.812657076	1689.710	2534.565	0.2631	844.855		NOBO
49	Spectrogram 1	1	430.549512136	430.812657076	1689.710	2534.565	0.2631	844.855	-66.18	NOBO
50	Waveform 1	1	432.176226309	432.359630357	1799.908	2534.565	0.1834	734.657		NOBO
